,level_0,index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
518,518,518,ZX23819,Oregon,F,High School or Below,798408.0,0,72,1/0/00,Personal Auto,Two-Door Car,866
519,519,519,FJ54907,Oregon,F,College,718097.0,42303,180,1/0/00,Personal Auto,Luxury,1210
520,520,520,CU26127,California,F,Bachelor,1565603.0,71731,130,1/0/00,Corporate Auto,SUV,599
521,521,521,YH60476,Oregon,M,High School or Below,578018.0,51066,74,1/0/00,Corporate Auto,Four-Door Car,787
522,522,522,ZZ97035,California,M,College,2071494.0,0,203,1/0/00,Corporate Auto,Luxury,2027
523,523,523,GE82737,Nevada,F,Bachelor,533735.0,0,86,1/3/00,Personal Auto,Four-Door Car,619
524,524,524,KY21873,Arizona,M,College,505082.0,0,69,1/0/00,Personal Auto,Two-Door Car,72
525,525,525,UA51318,Arizona,F,High School or Below,511662.0,26173,68,1/1/00,Corporate Auto,Four-Door Car,449
526,526,526,BV55014,Oregon,M,Bachelor,726873.0,24445,63,1/0/00,Personal Auto,Two-Door Car,302
527,527,527,HX21307,Oregon,M,College,261661.0,72302,66,1/0/00,Personal Auto,Two-Door Car,316
528,528,528,LQ68252,Oregon,M,High School or Below,373843.0,27208,102,1/0/00,Personal Auto,SUV,489
529,529,529,CR92802,California,F,Master,272535.0,36650,69,1/1/00,Special Auto,Four-Door Car,56
530,530,530,SL35268,Arizona,M,College,545386.0,30855,68,1/0/00,Corporate Auto,Four-Door Car,259
531,531,531,RD62882,Arizona,F,Bachelor,684615.0,0,95,1/0/00,Personal Auto,Two-Door Car,456
532,532,532,JS42382,Oregon,M,Master,617291.0,99960,76,1/0/00,Corporate Auto,Four-Door Car,364
533,533,533,BT30554,Arizona,F,Bachelor,1034632.0,0,98,1/0/00,Personal Auto,Four-Door Car,470
534,534,534,VP57424,Nevada,F,Bachelor,699700.0,55873,88,1/0/00,Personal Auto,Four-Door Car,299
535,535,535,VU19243,Arizona,F,High School or Below,419625.0,18052,111,1/0/00,Personal Auto,Four-Door Car,699
536,536,536,TA82973,Oregon,F,High School or Below,785810.0,28937,104,1/2/00,Personal Auto,SUV,117
537,537,537,GK71720,Oregon,F,High School or Below,606434.0,0,86,1/0/00,Personal Auto,Four-Door Car,545
538,538,538,OQ61223,California,M,College,1749752.0,0,73,1/0/00,Personal Auto,Two-Door Car,350
539,539,539,LL62746,Oregon,M,Doctor,897064.0,12829,118,1/0/00,Personal Auto,SUV,328
540,540,540,JQ56711,Oregon,F,Master,592311.0,92163,73,1/0/00,Personal Auto,Two-Door Car,66
541,541,541,AW77988,Oregon,M,High School or Below,3585059.0,17588,192,1/0/00,Personal Auto,Luxury,1382
542,542,542,QP84605,Washington,F,Bachelor,870984.0,41546,111,1/0/00,Corporate Auto,Four-Door Car,121
543,543,543,MY97912,Arizona,M,College,1330933.0,0,127,1/0/00,Personal Auto,SUV,609
544,544,544,IB87349,California,M,High School or Below,452850.0,70340,113,1/0/00,Special Auto,Four-Door Car,542
545,545,545,AW73065,Oregon,F,High School or Below,279190.0,0,74,1/0/00,Personal Auto,Four-Door Car,532
546,546,546,BW80872,Washington,M,High School or Below,443441.0,34549,111,1/0/00,Personal Auto,Four-Door Car,125
547,547,547,PX70175,Arizona,M,College,799600.0,93459,99,1/0/00,Personal Auto,Four-Door Car,655
548,548,548,KF75098,Arizona,M,Bachelor,512973.0,86148,65,1/2/00,Personal Auto,Four-Door Car,312
549,549,549,IS50283,California,F,Bachelor,569717.0,27048,72,1/0/00,Corporate Auto,Four-Door Car,345
550,550,550,MY64920,Oregon,F,College,921713.0,73259,115,1/0/00,Personal Auto,SUV,673
551,551,551,KN34250,Oregon,F,College,1020892.0,35482,129,1/0/00,Corporate Auto,SUV,619
552,552,552,GN46207,Oregon,F,Master,417068.0,29462,107,1/1/00,Personal Auto,SUV,513
553,553,553,KL57176,Oregon,F,College,450540.0,67801,115,1/1/00,Personal Auto,SUV,23
554,554,554,MN94234,California,M,High School or Below,310756.0,0,94,1/4/00,Personal Auto,Two-Door Car,451
555,555,555,JY90595,Arizona,M,High School or Below,552866.0,16042,73,1/0/00,Personal Auto,Two-Door Car,350
556,556,556,HK26543,California,M,High School or Below,504586.0,28056,64,1/1/00,Personal Auto,Four-Door Car,307
557,557,557,PN86062,California,M,High School or Below,296272.0,16495,85,1/3/00,Corporate Auto,Four-Door Car,408
558,558,558,VW27730,California,F,Master,866595.0,41163,108,1/0/00,Corporate Auto,SUV,231
559,559,559,SH55671,Arizona,F,College,1141344.0,0,161,1/1/00,Personal Auto,Luxury,772
560,560,560,MO56878,California,M,Bachelor,1548843.0,33799,109,1/3/00,Corporate Auto,SUV,664
561,561,561,VO38365,Washington,F,College,886114.0,90125,110,1/0/00,Corporate Auto,SUV,128
562,562,562,SV35618,Oregon,F,Bachelor,593474.0,87747,147,1/1/00,Personal Auto,SUV,46
563,563,563,RX12347,Nevada,M,College,354323.0,35695,90,1/0/00,Personal Auto,Four-Door Car,432
564,564,564,FR55658,California,M,Master,349002.0,90985,87,1/0/00,Personal Auto,Four-Door Car,78
565,565,565,XS12556,California,F,College,368309.0,0,101,1/0/00,Corporate Auto,Luxury,564
566,566,566,ZU73588,California,M,College,598977.0,66839,154,1/0/00,Personal Auto,Luxury,739
567,567,567,WT43034,California,F,High School or Below,1250084.0,0,165,1/0/00,Personal Auto,SUV,792
568,568,568,VM13430,Oregon,F,Bachelor,860915.0,79090,107,1/0/00,Corporate Auto,SUV,289
569,569,569,TC78849,Oregon,M,Bachelor,249745.0,24825,64,1/0/00,Personal Auto,Two-Door Car,155
570,570,570,VC34764,California,M,College,701917.0,26806,63,1/0/00,Personal Auto,Four-Door Car,302
571,571,571,WO90953,Oregon,F,College,538792.0,56835,67,1/0/00,Personal Auto,Two-Door Car,326
572,572,572,IU47468,Oregon,F,Bachelor,616555.0,0,88,1/0/00,Special Auto,Two-Door Car,653
573,573,573,KO46064,California,M,Bachelor,273020.0,46135,69,1/0/00,Personal Auto,Four-Door Car,103
574,574,574,RB34917,Arizona,F,Bachelor,516211.0,0,73,1/0/00,Personal Auto,Four-Door Car,809
575,575,575,BI38192,Oregon,F,High School or Below,793706.0,22862,67,1/0/00,Personal Auto,Two-Door Car,321
576,576,576,PU18983,Oregon,F,High School or Below,860815.0,21450,110,1/2/00,Personal Auto,Luxury,528
577,577,577,SW79912,Oregon,M,Bachelor,263254.0,95854,65,1/0/00,Personal Auto,Two-Door Car,312
578,578,578,ES39217,Oregon,F,Bachelor,778500.0,44897,99,1/1/00,Personal Auto,Four-Door Car,580
579,579,579,KP72427,Washington,M,High School or Below,2163983.0,64455,108,1/0/00,Personal Auto,SUV,133
580,580,580,UA19178,Oregon,F,Master,498082.0,53265,62,1/0/00,Personal Auto,Four-Door Car,238
581,581,581,PR53785,Arizona,F,High School or Below,745723.0,0,198,1/1/00,Personal Auto,Luxury,1577
582,582,582,XF57481,Washington,M,Master,1064093.0,50450,90,1/0/00,Personal Auto,Two-Door Car,135
583,583,583,CN90378,California,F,High School or Below,686250.0,54780,88,1/3/00,Personal Auto,Four-Door Car,135
584,584,584,KI56154,Nevada,M,High School or Below,904898.0,0,119,1/0/00,Personal Auto,Luxury,571
585,585,585,UI55951,California,M,Bachelor,554803.0,67798,69,1/0/00,Personal Auto,Four-Door Car,331
586,586,586,FF28650,Oregon,M,Bachelor,831268.0,21442,118,1/0/00,Personal Auto,SUV,566
587,587,587,FS55302,California,M,Bachelor,238998.0,27615,62,1/1/00,Personal Auto,Four-Door Car,297
588,588,588,TN79487,California,M,Bachelor,445811.0,17622,65,1/1/00,Personal Auto,Four-Door Car,312
589,589,589,HG32616,Nevada,M,High School or Below,529574.0,50200,135,1/0/00,Personal Auto,Luxury,637
590,590,590,UK41984,Arizona,F,Doctor,383960.0,0,112,1/2/00,Personal Auto,SUV,537
591,591,591,LZ52266,California,F,High School or Below,373150.0,0,96,1/0/00,Personal Auto,Four-Door Car,460
592,592,592,PM27367,California,F,Master,277890.0,73570,70,1/1/00,Special Auto,Two-Door Car,75
593,593,593,ZK21724,Oregon,F,High School or Below,401654.0,0,111,1/0/00,Personal Auto,SUV,799
594,594,594,BH35482,Washington,M,Doctor,493094.0,70412,61,1/0/00,Corporate Auto,Two-Door Car,136
595,595,595,QE22757,Nevada,M,Doctor,249131.0,36631,62,1/0/00,Personal Auto,Four-Door Car,67
596,596,596,ON77649,Oregon,F,College,290887.0,35895,73,1/0/00,Personal Auto,Four-Door Car,312
597,597,597,RN82884,Arizona,F,College,428294.0,40864,109,1/1/00,Personal Auto,SUV,166
598,598,598,CQ75652,Oregon,M,College,834162.0,0,118,1/0/00,Personal Auto,Four-Door Car,566
599,599,599,FF58467,Arizona,F,Master,509078.0,93018,63,1/0/00,Personal Auto,Four-Door Car,135
600,600,600,BS83666,Oregon,M,Bachelor,736618.0,70014,62,1/0/00,Corporate Auto,Four-Door Car,17
601,601,601,WO29605,Oregon,F,College,243687.0,48875,61,1/0/00,Personal Auto,Two-Door Car,1
602,602,602,TL77607,California,M,Bachelor,885268.0,67969,74,1/0/00,Personal Auto,Four-Door Car,197
603,603,603,EZ50606,Oregon,F,High School or Below,2387547.0,0,108,1/0/00,Corporate Auto,SUV,612
604,604,604,OS39723,Oregon,F,Doctor,560049.0,68665,69,1/0/00,Personal Auto,Two-Door Car,331
605,605,605,FN69743,California,M,College,463654.0,26802,66,1/1/00,Corporate Auto,Two-Door Car,316
606,606,606,XW96958,Nevada,M,High School or Below,757334.0,0,110,1/0/00,Corporate Auto,Four-Door Car,1193
607,607,607,TU92578,California,M,College,1469663.0,45345,125,1/0/00,Personal Auto,SUV,600
608,608,608,TL43709,Washington,M,Bachelor,897214.0,89689,74,1/0/00,Personal Auto,Four-Door Car,136
609,609,609,YE68736,California,F,Bachelor,772484.0,32051,193,1/1/00,Personal Auto,SUV,926
610,610,610,OB96537,Oregon,M,Master,594667.0,81139,74,1/0/00,Special Auto,Four-Door Car,392
611,611,611,EU68825,Oregon,F,Master,800054.0,63834,100,1/1/00,Personal Auto,Luxury,215
612,612,612,CC31456,Arizona,M,Bachelor,645756.0,37548,81,1/0/00,Special Auto,Four-Door Car,160
613,613,613,DJ77787,Arizona,F,High School or Below,728144.0,0,69,1/3/00,Personal Auto,Four-Door Car,371
614,614,614,LN26837,California,M,High School or Below,259243.0,72421,65,1/0/00,Personal Auto,Four-Door Car,312
615,615,615,YI92916,Nevada,M,Master,467842.0,83102,116,1/0/00,Corporate Auto,Four-Door Car,443
616,616,616,NW54906,Oregon,M,College,1386992.0,28432,118,1/0/00,Personal Auto,SUV,612
617,617,617,ME77513,Nevada,F,Master,871777.0,83707,108,1/0/00,Corporate Auto,Four-Door Car,290
618,618,618,UK76891,California,F,College,523398.0,63259,65,1/0/00,Corporate Auto,Four-Door Car,316
619,619,619,SI26888,Nevada,F,High School or Below,476418.0,0,67,1/0/00,Personal Auto,Four-Door Car,405
620,620,620,YD74948,Oregon,F,College,247246.0,63860,62,1/0/00,Personal Auto,Four-Door Car,208
621,621,621,HB64268,Washington,M,Bachelor,281369.0,43836,73,1/0/00,Personal Auto,Four-Door Car,138
622,622,622,BW52697,California,F,College,550505.0,86132,68,1/0/00,Personal Auto,Two-Door Car,301
623,623,623,NL41409,Oregon,F,Bachelor,260620.0,28519,66,1/0/00,Personal Auto,Two-Door Car,456
624,624,624,OD69005,Arizona,F,High School or Below,1048194.0,39102,88,1/0/00,Personal Auto,Four-Door Car,152
625,625,625,ZZ91716,California,F,Bachelor,325676.0,0,89,1/0/00,Personal Auto,Four-Door Car,491
626,626,626,UK70255,California,F,College,3047578.0,97298,128,1/0/00,Personal Auto,Luxury,48
627,627,627,QT25383,Nevada,M,High School or Below,636490.0,41986,84,1/2/00,Personal Auto,Two-Door Car,430
628,628,628,AW18068,Arizona,M,High School or Below,946850.0,0,88,1/0/00,Personal Auto,Two-Door Car,633
629,629,629,NS45347,Oregon,F,College,563145.0,17291,73,1/0/00,Personal Auto,Four-Door Car,350
630,630,630,FV19421,California,M,Bachelor,778099.0,0,74,1/0/00,Personal Auto,Four-Door Car,246
631,631,631,XW89091,California,M,College,981652.0,37256,62,1/0/00,Personal Auto,Four-Door Car,128
632,632,632,YC11951,Oregon,M,High School or Below,751913.0,96306,95,1/1/00,Corporate Auto,Four-Door Car,185
633,633,633,UY18770,California,F,Bachelor,1017971.0,14290,271,1/0/00,Personal Auto,Luxury,1300
634,634,634,RA49085,California,F,College,277283.0,37038,71,1/1/00,Corporate Auto,Four-Door Car,9
635,635,635,BG84194,Oregon,M,College,403750.0,90760,103,1/2/00,Special Auto,SUV,133
636,636,636,PT64580,Washington,M,Master,419196.0,77048,103,1/0/00,Personal Auto,SUV,141
637,637,637,MR67738,Oregon,F,High School or Below,267686.0,54480,67,1/0/00,Personal Auto,Four-Door Car,321
638,638,638,DM95829,California,M,College,252395.0,16244,68,1/0/00,Personal Auto,Two-Door Car,623
639,639,639,DB75522,California,F,College,698840.0,22436,89,1/0/00,Special Auto,Four-Door Car,427
640,640,640,LM34525,Washington,F,College,874205.0,71592,72,1/0/00,Personal Auto,Four-Door Car,141
641,641,641,WW30771,Arizona,M,Master,267331.0,28728,67,1/0/00,Personal Auto,Four-Door Car,321
642,642,642,QP65569,Arizona,M,High School or Below,1215732.0,57449,103,1/0/00,Personal Auto,Four-Door Car,494
643,643,643,TN50051,California,F,Doctor,295776.0,83318,73,1/0/00,Personal Auto,Two-Door Car,211
644,644,644,UO86707,Washington,M,Bachelor,717390.0,75217,61,1/1/00,Personal Auto,Four-Door Car,147
645,645,645,JA41698,Nevada,M,Bachelor,309953.0,0,102,1/5/00,Corporate Auto,SUV,862
646,646,646,NX18774,Oregon,M,Bachelor,841568.0,55308,107,1/0/00,Corporate Auto,SUV,513
647,647,647,DA69469,Oregon,F,College,2684312.0,36068,97,1/0/00,Personal Auto,Two-Door Car,113
648,648,648,CN23147,Oregon,M,Bachelor,1305717.0,48804,112,1/1/00,Corporate Auto,Four-Door Car,537
649,649,649,RA68844,Oregon,M,College,959995.0,0,131,1/0/00,Personal Auto,SUV,943
650,650,650,GH42026,Oregon,M,Bachelor,853510.0,55790,111,1/0/00,Personal Auto,SUV,117
651,651,651,BD16530,Arizona,F,Bachelor,829348.0,70258,69,1/0/00,Personal Auto,Four-Door Car,225
652,652,652,JH91579,Oregon,F,Bachelor,684615.0,0,95,1/0/00,Personal Auto,Two-Door Car,456
653,653,653,WK23685,Oregon,F,Bachelor,663685.0,47274,83,1/1/00,Corporate Auto,Four-Door Car,182
654,654,654,GR62267,Washington,F,College,560908.0,44705,71,1/0/00,Personal Auto,Two-Door Car,148
655,655,655,PI78084,Arizona,M,High School or Below,507732.0,0,73,1/0/00,Personal Auto,Two-Door Car,525
656,656,656,GF97874,Washington,F,Master,527562.0,70446,65,1/0/00,Personal Auto,Four-Door Car,155
657,657,657,ZH19885,Washington,F,High School or Below,251459.0,43860,65,1/0/00,Personal Auto,Four-Door Car,156
658,658,658,UK25655,Oregon,F,Bachelor,343525.0,64348,86,1/0/00,Personal Auto,Two-Door Car,212
659,659,659,QR45101,Oregon,M,Bachelor,662461.0,0,62,1/0/00,Corporate Auto,Two-Door Car,297
660,660,660,EL93539,California,M,Master,575744.0,88997,72,1/0/00,Special Auto,Four-Door Car,174
661,661,661,EE99484,Washington,F,High School or Below,251459.0,43860,65,1/0/00,Corporate Auto,Four-Door Car,156
662,662,662,DP46882,California,F,High School or Below,288645.0,10312,78,1/0/00,Corporate Auto,Four-Door Car,486
663,663,663,WP41146,California,F,High School or Below,534143.0,0,72,1/1/00,Personal Auto,Four-Door Car,345
664,664,664,TK60799,Arizona,F,High School or Below,416001.0,96263,103,1/0/00,Personal Auto,SUV,1
665,665,665,DN29808,California,F,College,284624.0,28919,72,1/0/00,Corporate Auto,Four-Door Car,518
666,666,666,SS59521,Oregon,F,College,477025.0,0,68,1/1/00,Personal Auto,Two-Door Car,326
667,667,667,NG66579,Oregon,M,Bachelor,505961.0,41869,64,1/0/00,Personal Auto,Two-Door Car,262
668,668,668,TC14209,Arizona,F,High School or Below,909574.0,0,128,1/0/00,Personal Auto,SUV,921
669,669,669,ED50963,California,F,High School or Below,268886.0,32808,68,1/1/00,Personal Auto,Four-Door Car,541
670,670,670,GP40701,California,F,Bachelor,827763.0,79780,68,1/0/00,Personal Auto,Four-Door Car,326
671,671,671,CP98451,Oregon,F,College,905793.0,91025,112,1/0/00,Personal Auto,SUV,327
672,672,672,NX52648,California,F,High School or Below,380175.0,33043,95,1/0/00,Personal Auto,Two-Door Car,456
673,673,673,ZC32510,Arizona,M,High School or Below,933934.0,69442,118,1/3/00,Personal Auto,Four-Door Car,1265
674,674,674,NG27780,Oregon,M,College,252012.0,0,70,1/0/00,Corporate Auto,Four-Door Car,63
675,675,675,HN95240,Arizona,F,College,498409.0,0,70,1/0/00,Corporate Auto,Four-Door Car,336
676,676,676,EB59129,Oregon,F,Bachelor,259574.0,47234,65,1/0/00,Personal Auto,Four-Door Car,15
677,677,677,RA70851,Oregon,M,High School or Below,743769.0,86863,92,1/0/00,Personal Auto,Four-Door Car,441
678,678,678,PM19162,Oregon,M,Bachelor,1453678.0,25805,66,1/2/00,Personal Auto,Four-Door Car,375
679,679,679,MS59005,Nevada,M,Bachelor,591330.0,43676,76,1/0/00,Personal Auto,Four-Door Car,364
680,680,680,SU71163,Arizona,M,College,277166.0,59855,74,1/4/00,Personal Auto,Two-Door Car,355
681,681,681,BD35676,Arizona,M,Master,2919436.0,35296,126,1/0/00,Personal Auto,SUV,452
682,682,682,NI44621,Oregon,F,Master,988038.0,36576,125,1/1/00,Personal Auto,SUV,113
683,683,683,EW33419,California,F,High School or Below,1511440.0,28513,100,1/1/00,Corporate Auto,SUV,480
684,684,684,HX44948,Oregon,M,Bachelor,575991.0,85448,72,1/0/00,Special Auto,Four-Door Car,16
685,685,685,DL36983,Oregon,F,High School or Below,849516.0,23791,110,1/3/00,Personal Auto,Two-Door Car,615
686,686,686,XR87264,California,F,Bachelor,438118.0,20597,112,1/0/00,Personal Auto,Four-Door Car,615
687,687,687,NN99001,Arizona,F,College,699782.0,56940,87,1/0/00,Personal Auto,Four-Door Car,512
688,688,688,XV95530,Oregon,M,Bachelor,1143058.0,93210,71,1/0/00,Personal Auto,Two-Door Car,74
689,689,689,OL97871,Oregon,F,Bachelor,748248.0,48992,94,1/1/00,Personal Auto,Four-Door Car,426
690,690,690,HQ23708,Arizona,F,Master,859691.0,53736,71,1/0/00,Personal Auto,Two-Door Car,169
691,691,691,WR63188,Arizona,M,College,785496.0,25378,66,1/1/00,Personal Auto,Four-Door Car,419
692,692,692,NG82219,Oregon,F,Bachelor,258240.0,76731,64,1/0/00,Personal Auto,Four-Door Car,201
693,693,693,KU29408,Washington,M,Master,907576.0,37722,116,1/0/00,Corporate Auto,Luxury,158
694,694,694,RE46783,California,F,Bachelor,411858.0,69379,103,1/0/00,Personal Auto,Two-Door Car,494
695,695,695,RU94434,Oregon,M,High School or Below,1215732.0,57449,103,1/0/00,Personal Auto,Four-Door Car,494
696,696,696,GI82355,Arizona,M,Bachelor,515281.0,0,68,1/0/00,Corporate Auto,Four-Door Car,326
697,697,697,VO26340,Nevada,M,College,651297.0,0,93,1/0/00,Personal Auto,Two-Door Car,669
698,698,698,NV61299,Arizona,F,Bachelor,2778969.0,33806,89,1/0/00,Corporate Auto,Four-Door Car,395
699,699,699,DX31066,Washington,F,College,266727.0,94041,66,1/0/00,Personal Auto,Four-Door Car,159
700,700,700,CY50337,Oregon,F,College,1092840.0,74965,90,1/0/00,Personal Auto,Four-Door Car,58
701,701,701,TJ20375,Arizona,F,High School or Below,761538.0,34095,63,1/0/00,Personal Auto,Two-Door Car,302
702,702,702,EP72155,California,F,College,200435.0,0,66,1/4/00,Personal Auto,Four-Door Car,316
703,703,703,JJ76159,California,M,College,243468.0,96045,61,1/0/00,Corporate Auto,Four-Door Car,8
704,704,704,BG15419,Nevada,F,Bachelor,1419536.0,86355,118,1/0/00,Personal Auto,Luxury,285
705,705,705,AO74776,California,F,High School or Below,942768.0,27824,118,1/0/00,Personal Auto,SUV,566
706,706,706,HQ82233,California,M,High School or Below,1198242.0,42995,101,1/0/00,Personal Auto,SUV,410
707,707,707,OL72737,Oregon,F,High School or Below,310278.0,21235,79,1/0/00,Personal Auto,Two-Door Car,244
708,708,708,ZQ59828,California,M,High School or Below,422263.0,74585,106,1/0/00,Personal Auto,SUV,218
709,709,709,NZ15548,Oregon,M,Bachelor,402381.0,41833,103,1/0/00,Personal Auto,Four-Door Car,643
710,710,710,XK61304,California,F,College,529715.0,23908,70,1/0/00,Personal Auto,Four-Door Car,336
711,711,711,EJ44139,Oregon,M,Bachelor,2142363.0,0,65,1/0/00,Personal Auto,Two-Door Car,312
712,712,712,CM94425,Arizona,M,Bachelor,441620.0,61953,113,1/0/00,Personal Auto,SUV,497
713,713,713,OV54878,California,M,Bachelor,463903.0,0,142,1/0/00,Corporate Auto,SUV,1022
714,714,714,JF57282,Nevada,M,Bachelor,486354.0,0,137,1/0/00,Personal Auto,SUV,657
715,715,715,MY37953,Arizona,F,Bachelor,2583090.0,73760,107,1/1/00,Personal Auto,Luxury,230
716,716,716,XP64922,Oregon,F,College,297431.0,23333,74,1/0/00,Corporate Auto,Four-Door Car,5
717,717,717,WL65572,California,M,College,206445.0,0,61,1/0/00,Personal Auto,Four-Door Car,292
718,718,718,LN50325,Arizona,F,High School or Below,1006460.0,20440,128,1/2/00,Corporate Auto,Luxury,614
719,719,719,HJ15383,Washington,M,Master,803240.0,27658,68,1/0/00,Personal Auto,Four-Door Car,160
720,720,720,KH59823,California,M,College,548921.0,50943,139,1/0/00,Special Auto,SUV,667
721,721,721,YM79169,California,M,Bachelor,261275.0,19003,71,1/0/00,Personal Auto,Two-Door Car,34
722,722,722,DR38127,California,M,College,857346.0,46703,108,1/0/00,Personal Auto,Four-Door Car,678
723,723,723,PU42145,California,M,Bachelor,2412750.0,14072,71,1/0/00,Personal Auto,Four-Door Car,511
724,724,724,KM33477,Oregon,M,College,855038.0,21733,73,1/0/00,Corporate Auto,Four-Door Car,525
725,725,725,RI53167,Arizona,M,Bachelor,230864.0,20811,61,1/0/00,Personal Auto,Four-Door Car,292
726,726,726,OF77789,Arizona,F,High School or Below,425462.0,11904,61,1/2/00,Personal Auto,Two-Door Car,292
727,727,727,YB33445,Oregon,F,College,898285.0,43490,114,1/4/00,Corporate Auto,SUV,174
728,728,728,BA17836,California,M,High School or Below,786816.0,57340,67,1/0/00,Corporate Auto,Four-Door Car,159
729,729,729,JS43228,California,M,College,770424.0,49088,97,1/0/00,Corporate Auto,Four-Door Car,698
730,730,730,BB11622,Nevada,M,Master,1055217.0,47761,131,1/0/00,Personal Auto,SUV,232
731,731,731,HQ70429,Washington,F,College,1604510.0,0,65,1/0/00,Personal Auto,Two-Door Car,163
732,732,732,WK88044,Arizona,M,Bachelor,873783.0,61281,110,1/0/00,Personal Auto,SUV,79
733,733,733,LA80525,Nevada,M,Bachelor,545489.0,0,82,1/1/00,Corporate Auto,Two-Door Car,393
734,734,734,EH16250,Arizona,M,Bachelor,770528.0,25290,66,1/0/00,Personal Auto,Four-Door Car,382
735,735,735,PU41872,Arizona,F,High School or Below,703926.0,24239,88,1/0/00,Personal Auto,Four-Door Car,48
736,736,736,HB85743,California,M,Bachelor,883808.0,82664,114,1/3/00,Personal Auto,SUV,133
737,737,737,MM71959,Arizona,M,Bachelor,873352.0,83210,110,1/0/00,Personal Auto,Luxury,528
738,738,738,MB83663,Oregon,F,Bachelor,959747.0,38736,81,1/0/00,Personal Auto,Two-Door Car,561
739,739,739,KR43119,California,M,College,450666.0,0,66,1/0/00,Personal Auto,Four-Door Car,316
740,740,740,KH24214,Oregon,M,College,1785797.0,55437,64,1/1/00,Personal Auto,Four-Door Car,445
741,741,741,AC40767,Washington,M,Bachelor,249780.0,68041,6464,1/0/00,Personal Auto,Two-Door Car,165
742,742,742,HP55391,Oregon,M,Master,542613.0,0,71,1/0/00,Corporate Auto,Four-Door Car,407
743,743,743,EG62398,California,F,High School or Below,799814.0,29066,100,1/0/00,Personal Auto,SUV,844
744,744,744,VS19949,Nevada,M,Bachelor,289762.0,54337,72,1/0/00,Personal Auto,Four-Door Car,345
745,745,745,AM92343,Oregon,F,High School or Below,1159950.0,67616,96,1/0/00,Personal Auto,Four-Door Car,340
746,746,746,GI68556,California,F,Bachelor,1514793.0,41082,63,1/0/00,Personal Auto,Two-Door Car,106
747,747,747,JT11876,Washington,F,High School or Below,543576.0,0,10202,1/0/00,Personal Auto,Four-Door Car,626
748,748,748,XR64251,Nevada,F,Master,272535.0,36650,69,1/1/00,Personal Auto,Four-Door Car,56
749,749,749,MK34957,Oregon,F,College,1329771.0,50631,112,1/4/00,Special Auto,SUV,784
750,750,750,GP18756,California,M,College,992704.0,19592,92,1/0/00,Personal Auto,Four-Door Car,441
751,751,751,AP23850,Washington,F,High School or Below,1777154.0,0,114,1/0/00,Personal Auto,Two-Door Car,547
752,752,752,KQ65521,Arizona,F,College,1826927.0,55761,115,1/0/00,Personal Auto,Luxury,86
753,753,753,EJ19449,California,F,College,272221.0,17576,71,1/0/00,Special Auto,Four-Door Car,398
754,754,754,QB70027,California,F,Bachelor,708321.0,41449,89,1/0/00,Personal Auto,Four-Door Car,63
755,755,755,QW47320,California,F,Bachelor,1017971.0,14290,271,1/0/00,Personal Auto,Luxury,1300
756,756,756,KH64733,Nevada,F,College,588950.0,62007,73,1/0/00,Personal Auto,Four-Door Car,120
757,757,757,ON59472,Arizona,M,High School or Below,1577139.0,21921,206,1/0/00,Corporate Auto,Luxury,1254
758,758,758,HP94242,Arizona,F,Bachelor,528817.0,42621,66,1/0/00,Personal Auto,Four-Door Car,316
759,759,759,RV15398,Oregon,M,College,2758055.0,0,87,1/1/00,Personal Auto,Four-Door Car,417
760,760,760,EA25683,Washington,M,High School or Below,777853.0,63786,196,1/0/00,Corporate Auto,Luxury,798
761,761,761,PW73754,California,F,High School or Below,734186.0,0,104,1/3/00,Personal Auto,Luxury,82
762,762,762,MC71942,California,F,High School or Below,791919.0,82877,99,1/1/00,Personal Auto,Two-Door Car,22
763,763,763,OX72195,Arizona,M,College,216387.0,0,63,1/0/00,Corporate Auto,Two-Door Car,302
764,764,764,YQ99152,Nevada,M,High School or Below,978780.0,10475,88,1/1/00,Personal Auto,Two-Door Car,422
765,765,765,KI19439,Oregon,F,High School or Below,520764.0,21952,66,1/0/00,Personal Auto,Four-Door Car,316
766,766,766,PM76175,Oregon,F,Bachelor,2114727.0,49721,132,1/0/00,Corporate Auto,Luxury,639
767,767,767,US45383,California,M,College,1228076.0,88340,102,1/0/00,Personal Auto,Two-Door Car,489
768,768,768,GT38956,California,F,College,244139.0,0,65,1/0/00,Personal Auto,Four-Door Car,312
769,769,769,SN41301,Oregon,M,Bachelor,653556.0,0,65,1/0/00,Corporate Auto,Four-Door Car,468
770,770,770,BE62503,Washington,F,College,920659.0,24589,82,1/0/00,Personal Auto,Two-Door Car,511
771,771,771,PA16884,California,F,Bachelor,411858.0,69379,103,1/0/00,Personal Auto,Two-Door Car,494
772,772,772,NC58480,Nevada,F,Bachelor,483820.0,73769,61,1/2/00,Personal Auto,Four-Door Car,239
773,773,773,NS39326,California,F,College,462554.0,66670,114,1/0/00,Personal Auto,SUV,518
774,774,774,PN18507,Arizona,M,Bachelor,1404210.0,88854,118,1/0/00,Personal Auto,Two-Door Car,715
775,775,775,EK91340,Oregon,M,Bachelor,754661.0,31266,193,1/0/00,Corporate Auto,Luxury,926
776,776,776,JY16280,California,F,High School or Below,251459.0,43860,65,1/0/00,Personal Auto,Four-Door Car,156
